"id","description","last_updated"
"172147","Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw","2019-04-01"
"172148","Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised","2019-04-01"
"172149","Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","2019-04-01"
"172150","Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted","2019-04-01"
"172151","Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","2019-04-01"
"172152","Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw","2019-04-01"
"172153","Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted","2019-04-01"
"172154","Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","2019-04-01"
"172155","Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","2019-04-01"
"172156","Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","2019-04-01"
"172157","Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","2019-04-01"
"172158","Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw","2019-04-01"
"172159","Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw","2019-04-01"
"172160","Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw","2019-04-01"
"172161","Beef, ground, unspecified fat content, cooked","2019-04-01"
"172162","Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw","2019-04-01"
"172163","Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw","2019-04-01"
"172164","Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","2019-04-01"
"172165","Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","2019-04-01"
"172166","Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","2019-04-01"
"172167","Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised","2019-04-01"
"172168","Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised","2019-04-01"
"172169","Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw","2019-04-01"
"172170","Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled","2019-04-01"
"172171","Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled","2019-04-01"
"172172","Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled","2019-04-01"
"172173","Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw","2019-04-01"
"172174","Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw","2019-04-01"
"172175","Cheese, blue","2019-04-01"
"172176","Cheese, brick","2019-04-01"
"172177","Cheese, brie","2019-04-01"
"172178","Cheese, camembert","2019-04-01"
"172179","Cheese, cottage, creamed, large or small curd","2019-04-01"
"172180","Cheese, cottage, creamed, with fruit","2019-04-01"
"172181","Cheese, cottage, nonfat, uncreamed, dry, large or small curd","2019-04-01"
"172182","Cheese, cottage, lowfat, 2% milkfat","2019-04-01"
"172183","Egg, white, raw, fresh","2019-04-01"
"172184","Egg, yolk, raw, fresh","2019-04-01"
"172185","Egg, whole, cooked, omelet","2019-04-01"
"172186","Egg, whole, cooked, poached","2019-04-01"
"172187","Egg, whole, cooked, scrambled","2019-04-01"
"172188","Egg, whole, dried","2019-04-01"
"172189","Egg, duck, whole, fresh, raw","2019-04-01"
"172190","Egg, goose, whole, fresh, raw","2019-04-01"
"172191","Egg, quail, whole, fresh, raw","2019-04-01"
"172192","Egg, turkey, whole, fresh, raw","2019-04-01"
"172193","Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A","2019-04-01"
"172194","Milk, canned, evaporated, with added vitamin A","2019-04-01"
"172195","Milk, dry, nonfat, regular, with added vitamin A and vitamin D","2019-04-01"
"172196","Milk, dry, nonfat, instant, without added vitamin A and vitamin D","2019-04-01"
"172197","Cheese, goat, hard type","2019-04-01"
"172198","Cheese substitute, mozzarella","2019-04-01"
"172199","Yogurt, Greek, 2% fat, mango, CHOBANI","2019-04-01"
"172200","Cheese sauce, prepared from recipe","2019-04-01"
"172201","Cheese, mexican, queso anejo","2019-04-01"
"172202","Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)","2019-04-01"
"172203","Egg, white, raw, frozen, pasteurized","2019-04-01"
"172204","Egg, white, dried","2019-04-01"
"172205","Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D","2019-04-01"
"172206","Parmesan cheese topping, fat free","2019-04-01"
"172207","Cheese, cream, fat free","2019-04-01"
"172208","Yogurt, chocolate, nonfat milk","2019-04-01"
"172209","KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce","2019-04-01"
"172210","KRAFT BREAKSTONE'S Reduced Fat Sour Cream","2019-04-01"
"172211","KRAFT BREAKSTONE'S FREE Fat Free Sour Cream","2019-04-01"
"172212","Cream, half and half, fat free","2019-04-01"
"172213","Reddi Wip Fat Free Whipped Topping","2019-04-01"
"172214","Cream substitute, flavored, powdered","2019-04-01"
"172215","Cheese, provolone, reduced fat","2019-04-01"
"172216","Cheese, Mexican, blend, reduced fat","2019-04-01"
"172217","Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D","2019-04-01"
"172218","Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D","2019-04-01"
"172219","Yogurt, vanilla, low fat, fortified with vitamin D","2019-04-01"
"172220","Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D","2019-04-01"
"172221","Yogurt, chocolate, nonfat milk, fortified with vitamin D","2019-04-01"
"172222","Cheese, dry white, queso seco","2019-04-01"
"172223","Cheese, fresh, queso fresco","2019-04-01"
"172224","Cheese, white, queso blanco","2019-04-01"
"172225","Milk, buttermilk, fluid, whole","2019-04-01"
"172226","Ice cream sandwich","2019-04-01"
"172227","Ice cream cookie sandwich","2019-04-01"
"172228","Ice cream cone, chocolate covered, with nuts, flavors other than chocolate","2019-04-01"
"172229","Ice cream sandwich, made with light ice cream, vanilla","2019-04-01"
"172230","Ice cream sandwich, vanilla, light, no sugar added","2019-04-01"
"172231","Spices, turmeric, ground","2019-04-01"
"172232","Basil, fresh","2019-04-01"
"172233","Dill weed, fresh","2019-04-01"
"172234","Mustard, prepared, yellow","2019-04-01"
"172235","Vanilla extract, imitation, alcohol","2019-04-01"
"172236","Vanilla extract, imitation, no alcohol","2019-04-01"
"172237","Vinegar, distilled","2019-04-01"
"172238","Capers, canned","2019-04-01"
"172239","Spearmint, dried","2019-04-01"
"172240","Vinegar, red wine","2019-04-01"
"172241","Vinegar, balsamic","2019-04-01"
"172242","Seasoning mix, dry, sazon, coriander & annatto","2019-04-01"
"172243","Seasoning mix, dry, taco, original","2019-04-01"
"172244","Babyfood, meat, beef, junior","2019-04-01"
"172245","Babyfood, meat, veal, strained","2019-04-01"
"172246","Babyfood, meat, pork, strained","2019-04-01"
"172247","Babyfood, meat, ham, strained","2019-04-01"
"172248","Babyfood, meat, chicken, junior","2019-04-01"
"172249","Babyfood, meat, chicken sticks, junior","2019-04-01"
"172250","Babyfood, meat, turkey, strained","2019-04-01"
"172251","Babyfood, meat, turkey, junior","2019-04-01"
"172252","Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon","2019-04-01"
"172253","Babyfood, water, bottled, GERBER, without added fluoride","2019-04-01"
"172254","Babyfood, GERBER, 3rd Foods, apple, mango and kiwi","2019-04-01"
"172255","Babyfood, tropical fruit medley","2019-04-01"
"172256","Babyfood, dinner, vegetables and dumplings and beef, strained","2019-04-01"
"172257","Babyfood, ravioli, cheese filled, with tomato sauce","2019-04-01"
"172258","Babyfood, dinner, beef noodle, strained","2019-04-01"
"172259","Babyfood, macaroni and cheese, toddler","2019-04-01"
"172260","Babyfood, dinner, beef and rice, toddler","2019-04-01"
"172261","Babyfood, dinner, beef with vegetables","2019-04-01"
"172262","Babyfood, dinner, vegetables and lamb, junior","2019-04-01"
"172263","Babyfood, dinner, chicken noodle, strained","2019-04-01"
"172264","Babyfood, dinner, chicken noodle, junior","2019-04-01"
"172265","Babyfood, dinner, vegetables, noodles and chicken, junior","2019-04-01"
"172266","Babyfood, dinner, pasta with vegetables","2019-04-01"
"172267","Babyfood, dinner, vegetables and noodles and turkey, strained","2019-04-01"
"172268","Babyfood, dinner, vegetables and noodles and turkey, junior","2019-04-01"
"172269","Babyfood, dinner, turkey and rice, strained","2019-04-01"
"172270","Babyfood, dinner, macaroni and cheese, junior","2019-04-01"
"172271","Babyfood, vegetables, green beans, strained","2019-04-01"
"172272","Babyfood, vegetables, green beans, junior","2019-04-01"
"172273","Babyfood, green beans, dices, toddler","2019-04-01"
"172274","Babyfood, vegetables, squash, strained","2019-04-01"
"172275","Babyfood, vegetables, squash, junior","2019-04-01"
"172276","Babyfood, vegetables, sweet potatoes strained","2019-04-01"
"172277","Babyfood, vegetables, sweet potatoes, junior","2019-04-01"
"172278","Babyfood, fruit, applesauce, junior","2019-04-01"
"172279","Babyfood, fruit, apricot with tapioca, strained","2019-04-01"
"172280","Babyfood, vegetables, corn, creamed, strained","2019-04-01"
"172281","Babyfood, dinner, mixed vegetable, junior","2019-04-01"
"172282","Babyfood, fruit, bananas with tapioca, junior","2019-04-01"
"172283","Babyfood, vegetables, mix vegetables junior","2019-04-01"
"172284","Babyfood, vegetables, garden vegetable, strained","2019-04-01"
"172285","Babyfood, plums, bananas and rice, strained","2019-04-01"
"172286","Babyfood, dinner, turkey, rice, and vegetables, toddler","2019-04-01"
"172287","Babyfood, dinner, apples and chicken, strained","2019-04-01"
"172288","Babyfood, dinner, broccoli and chicken, junior","2019-04-01"
"172289","Infant formula, MEAD JOHNSON, Enfamil Premature High Protein 24 Calories, ready to feed, with ARA and DHA","2019-04-01"
"172290","Infant formula, MEAD JOHNSON, Enfamil Premature 30 Calories, ready to feed, with ARA and DHA","2019-04-01"
"172291","Infant formula, MEAD JOHNSON, Enfamil for Supplementing, powder, with ARA and DHA, not reconstituted","2019-04-01"
"172292","Infant formula, MEAD JOHNSON, Enfamil Reguline Powder, with ARA and DHA, not reconstituted","2019-04-01"
"172293","Infant formula, MEAD JOHNSON, Pregestimil 24 Calories, ready to feed, with ARA and DHA","2019-04-01"
"172294","Toddler drink, MEAD JOHNSON, PurAmino Toddler Powder, with ARA and DHA, not reconstituted","2019-04-01"
"172295","Infant formula, MEAD JOHNSON, Enfamil for Supplementing, ready to feed, with ARA and DHA","2019-04-01"
"172296","Babyfood, cereal, barley, prepared with whole milk","2019-04-01"
"172297","Babyfood, cereal, oatmeal, with bananas, prepared with whole milk","2019-04-01"
"172298","Babyfood, cereal, oatmeal, with honey, prepared with whole milk","2019-04-01"
"172299","Babyfood, cereal, rice, prepared with whole milk","2019-04-01"
"172300","Babyfood, cereal, rice, with honey, prepared with whole milk","2019-04-01"
"172301","Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder","2019-04-01"
"172302","Infant formula, MEAD JOHNSON, ENFAMIL, Infant, with iron, powder, with ARA and DHA","2019-04-01"
"172303","Infant formula, MEAD JOHNSON, ENFAMIL, Infant, with iron, liquid concentrate, with ARA and DHA, reconstituted","2019-04-01"
"172304","Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA","2019-04-01"
"172305","Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA","2019-04-01"
"172306","Infant formula, MEAD JOHNSON, ENFAMIL, Infant, ready-to-feed, with ARA and DHA","2019-04-01"
"172307","Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted","2019-04-01"
"172308","Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN WITH LGG, with iron, powder, not reconstituted, with ARA and DHA","2019-04-01"
"172309","Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed, with ARA and DHA","2019-04-01"
"172310","Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed","2019-04-01"
"172311","Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE, with iron, powder, with ARA and DHA","2019-04-01"
"172312","Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted","2019-04-01"
"172313","Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed","2019-04-01"
"172314","Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA","2019-04-01"
"172315","Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA","2019-04-01"
"172316","Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder","2019-04-01"
"172317","Babyfood, corn and sweet potatoes, strained","2019-04-01"
"172318","Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA","2019-04-01"
"172319","Infant formula, PBM PRODUCTS, store brand, ready-to-feed","2019-04-01"
"172320","Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted","2019-04-01"
"172321","Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA","2019-04-01"
"172322","Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA","2019-04-01"
"172323","Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA","2019-04-01"
"172324","Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA","2019-04-01"
"172325","Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA","2019-04-01"
"172326","Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted","2019-04-01"
"172327","Shortening, household, lard and vegetable oil","2019-04-01"
"172328","Oil, sunflower, linoleic, (partially hydrogenated)","2019-04-01"
"172329","Shortening bread, soybean (hydrogenated) and cottonseed","2019-04-01"
"172330","Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)","2019-04-01"
"172331","Shortening frying (heavy duty), palm (hydrogenated)","2019-04-01"
"172332","Shortening household soybean (hydrogenated) and palm","2019-04-01"
"172333","Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)","2019-04-01"
"172334","Shortening, confectionery, fractionated palm","2019-04-01"
"172335","Oil, nutmeg butter","2019-04-01"
"172336","Oil, canola","2019-04-01"
"172337","Oil, mustard","2019-04-01"
"172338","Oil, sunflower, high oleic (70% and over)","2019-04-01"
"172339","Margarine-like, margarine-butter blend, soybean oil and butter","2019-04-01"
"172340","Fish oil, herring","2019-04-01"
"172341","Fish oil, menhaden","2019-04-01"
"172342","Fish oil, menhaden, fully hydrogenated","2019-04-01"
"172343","Fish oil, salmon","2019-04-01"
"172344","Butter, light, stick, without salt","2019-04-01"
"172345","Animal fat, bacon grease","2019-04-01"
"172346","Margarine, regular, 80% fat, composite, stick, with salt","2019-04-01"
"172347","Margarine, regular, 80% fat, composite, tub, with salt","2019-04-01"
